state	county	Year	abbrev	aor	activationdate	submissions	identmatch_lescl1	identmatch_lescl23	identmatch_total	removals_convictedcriminalsl1	removals_convictedcriminalsl2	removals_convictedcriminalsl3	removals_icefugitives12	priorremovalsandreturns13	ewisvisaviolatorsandoverstays1	removals_total	observ	T02A_001	T02A_002	T02A_003	T073_001	censusjurmerge	Early	Mail	Polling	Unknown	Null	Absentee	CVAP	allmissing	GEOid2	GEOid	latinovote	latinoturnout	citpctlatino	stateid	had_govelection	had_senelection
"Alabama"	"Blount"	2006	"AL"	"NOL"	"4/26/2011"	"1,518"	"6"	"35"	"41"	0	0	3	0	1	2	"6"	5	650.6282	644.7759	5.852321	17384	3	0	0	33	2	1391	0	848	0	1009	"0500000US01009"	35	.0412736	.0114616	41	1	0
"Alabama"	"Blount"	2010	"AL"	"NOL"	"4/26/2011"	"1,518"	"6"	"35"	"41"	0	0	3	0	1	2	"6"	5	650.6282	644.7759	5.852321	17384	3	0	0	0	69	1357	0	567	0	1009	"0500000US01009"	69	.1216931	.0114616	41	1	1
"Alabama"	"Calhoun"	2002	"AL"	"NOL"	"5/24/2011"	"10,167"	"15"	"56"	"71"	0	2	4	0	2	0	"8"	8	612.2863	605.8677	6.418665	32552	3	0	0	80	13	1111	0	911	0	1015	"0500000US01015"	93	.1020856	.0097325	41	1	1
"Alabama"	"Calhoun"	2006	"AL"	"NOL"	"5/24/2011"	"10,167"	"15"	"56"	"71"	0	2	4	0	2	0	"8"	8	612.2863	605.8677	6.418665	32552	3	0	0	10	88	1054	0	851	0	1015	"0500000US01015"	98	.1151586	.0097325	41	1	0
"Alabama"	"Calhoun"	2010	"AL"	"NOL"	"5/24/2011"	"10,167"	"15"	"56"	"71"	0	2	4	0	2	0	"8"	8	612.2863	605.8677	6.418665	32552	3	0	0	0	145	1007	0	1165	0	1015	"0500000US01015"	145	.1244635	.0097325	41	1	1
"Alabama"	"Cherokee"	2002	"AL"	"NOL"	"5/24/2011"	"747"	"0"	"2"	"2"	0	0	0	0	0	0	"0"	10	599.9776	553.6998	46.27778	8345	3	0	0	2	0	64	0	52	0	1019	"0500000US01019"	2	.0384615	.0108123	41	1	1
"Alabama"	"Cherokee"	2006	"AL"	"NOL"	"5/24/2011"	"747"	"0"	"2"	"2"	0	0	0	0	0	0	"0"	10	599.9776	553.6998	46.27778	8345	3	0	0	2	0	62	0	287	0	1019	"0500000US01019"	2	.0069686	.0108123	41	1	0
"Alabama"	"Cherokee"	2010	"AL"	"NOL"	"5/24/2011"	"747"	"0"	"2"	"2"	0	0	0	0	0	0	"0"	10	599.9776	553.6998	46.27778	8345	3	0	0	0	7	57	0	287	0	1019	"0500000US01019"	7	.0243902	.0108123	41	1	1
"Alabama"	"Chilton"	2002	"AL"	"NOL"	"4/26/2011"	"3,829"	"11"	"78"	"89"	2	3	16	1	3	0	"25"	11	700.8025	692.854	7.948448	12678	3	0	0	2	0	751	0	250	0	1021	"0500000US01021"	2	.008	.0121669	41	1	1
"Alabama"	"Chilton"	2006	"AL"	"NOL"	"4/26/2011"	"3,829"	"11"	"78"	"89"	2	3	16	1	3	0	"25"	11	700.8025	692.854	7.948448	12678	3	0	0	13	0	726	0	380	0	1021	"0500000US01021"	13	.0342105	.0121669	41	1	0
"Alabama"	"Chilton"	2010	"AL"	"NOL"	"4/26/2011"	"3,829"	"11"	"78"	"89"	2	3	16	1	3	0	"25"	11	700.8025	692.854	7.948448	12678	3	0	0	0	18	721	0	580	0	1021	"0500000US01021"	18	.0310345	.0121669	41	1	1
"Alabama"	"Clay"	2002	"AL"	"NOL"	"5/24/2011"	"649"	"0"	"3"	"3"	0	0	0	0	0	0	"0"	14	606.0016	603.9612	2.040406	4266	3	0	0	7	0	136	0	119	0	1027	"0500000US01027"	7	.0588235	.0020098	41	1	1
"Alabama"	"Clay"	2006	"AL"	"NOL"	"5/24/2011"	"649"	"0"	"3"	"3"	0	0	0	0	0	0	"0"	14	606.0016	603.9612	2.040406	4266	3	0	0	6	0	133	0	35	0	1027	"0500000US01027"	6	.1714286	.0020098	41	1	0
"Alabama"	"Clay"	2010	"AL"	"NOL"	"5/24/2011"	"649"	"0"	"3"	"3"	0	0	0	0	0	0	"0"	14	606.0016	603.9612	2.040406	4266	3	0	0	0	10	129	0	35	0	1027	"0500000US01027"	10	.2857143	.0020098	41	1	1
"Alabama"	"Coffee"	2002	""	""	""	""	""	""	""							""	16	680.4949	678.9718	1.523069	13394	2	0	0	53	2	1037	0	557	0	1031	"0500000US01031"	55	.0987433	.0189998	41	1	1
"Alabama"	"Coffee"	2006	""	""	""	""	""	""	""							""	16	680.4949	678.9718	1.523069	13394	2	0	0	66	0	962	0	277	0	1031	"0500000US01031"	66	.2382672	.0189998	41	1	0
"Alabama"	"Coffee"	2010	""	""	""	""	""	""	""							""	16	680.4949	678.9718	1.523069	13394	2	0	0	0	124	904	0	1046	0	1031	"0500000US01031"	124	.1185468	.0189998	41	1	1
"Alabama"	"Colbert"	2002	"AL"	"NOL"	"5/24/2011"	"829"	"1"	"13"	"14"	0	0	0	0	0	0	"0"	17	622.1296	592.6194	29.51011	16573	3	0	0	8	0	275	0	287	0	1033	"0500000US01033"	8	.0278746	.0061549	41	1	1
"Alabama"	"Colbert"	2006	"AL"	"NOL"	"5/24/2011"	"829"	"1"	"13"	"14"	0	0	0	0	0	0	"0"	17	622.1296	592.6194	29.51011	16573	3	0	0	9	1	248	0	320	0	1033	"0500000US01033"	10	.03125	.0061549	41	1	0
"Alabama"	"Colbert"	2010	"AL"	"NOL"	"5/24/2011"	"829"	"1"	"13"	"14"	0	0	0	0	0	0	"0"	17	622.1296	592.6194	29.51011	16573	3	0	0	0	21	237	0	467	0	1033	"0500000US01033"	21	.0449679	.0061549	41	1	1
"Alabama"	"Covington"	2002	""	""	""	""	""	""	""							""	20	1043.787	1030.456	13.33068	11480	2	0	0	5	0	149	0	209	0	1039	"0500000US01039"	5	.0239234	.0036012	41	1	1
"Alabama"	"Covington"	2006	""	""	""	""	""	""	""							""	20	1043.787	1030.456	13.33068	11480	2	0	0	10	1	127	0	131	0	1039	"0500000US01039"	11	.0839695	.0036012	41	1	0
"Alabama"	"Covington"	2010	""	""	""	""	""	""	""							""	20	1043.787	1030.456	13.33068	11480	2	0	0	0	21	117	0	131	0	1039	"0500000US01039"	21	.1603053	.0036012	41	1	1
"Alabama"	"Cullman"	2002	"AL"	"NOL"	"5/24/2011"	"4,166"	"7"	"46"	"53"	4	1	6	0	1	0	"12"	22	755.0209	734.8406	20.18037	23894	3	0	0	17	0	658	0	383	0	1043	"0500000US01043"	17	.0443864	.0090416	41	1	1
"Alabama"	"Cullman"	2006	"AL"	"NOL"	"5/24/2011"	"4,166"	"7"	"46"	"53"	4	1	6	0	1	0	"12"	22	755.0209	734.8406	20.18037	23894	3	0	0	25	3	614	0	708	0	1043	"0500000US01043"	28	.039548	.0090416	41	1	0
"Alabama"	"Cullman"	2010	"AL"	"NOL"	"5/24/2011"	"4,166"	"7"	"46"	"53"	4	1	6	0	1	0	"12"	22	755.0209	734.8406	20.18037	23894	3	0	0	0	55	587	0	801	0	1043	"0500000US01043"	55	.0686642	.0090416	41	1	1
"Alabama"	"Dale"	2002	""	""	""	""	""	""	""							""	23	562.7005	561.1498	1.550763	12349	2	0	0	32	2	994	0	762	0	1045	"0500000US01045"	34	.0446194	.0227458	41	1	1
"Alabama"	"Dale"	2006	""	""	""	""	""	""	""							""	23	562.7005	561.1498	1.550763	12349	2	0	0	44	4	947	0	948	0	1045	"0500000US01045"	48	.0506329	.0227458	41	1	0
"Alabama"	"Dale"	2010	""	""	""	""	""	""	""							""	23	562.7005	561.1498	1.550763	12349	2	0	0	0	92	903	0	1173	0	1045	"0500000US01045"	92	.0784314	.0227458	41	1	1
"Alabama"	"DeKalb"	2002	"AL"	"NOL"	"6/21/2011"	"2,406"	"22"	"96"	"118"	2	2	5	1	7	0	"17"	25	778.6855	777.0933	1.592126	20184	3	0	0	14	2	1675	0	437	0	1049	"0500000US01049"	16	.0366133	.011616	41	1	1
"Alabama"	"DeKalb"	2006	"AL"	"NOL"	"6/21/2011"	"2,406"	"22"	"96"	"118"	2	2	5	1	7	0	"17"	25	778.6855	777.0933	1.592126	20184	3	0	0	26	1	1626	0	791	0	1049	"0500000US01049"	27	.034134	.011616	41	1	0
"Alabama"	"DeKalb"	2010	"AL"	"NOL"	"6/21/2011"	"2,406"	"22"	"96"	"118"	2	2	5	1	7	0	"17"	25	778.6855	777.0933	1.592126	20184	3	0	0	0	59	1594	0	792	0	1049	"0500000US01049"	59	.074495	.011616	41	1	1
"Alabama"	"Elmore"	2002	"AL"	"NOL"	"4/26/2011"	"1,932"	"3"	"31"	"34"	0	3	1	0	1	1	"6"	26	657.0417	618.4846	38.55714	21882	3	0	0	43	3	511	0	397	0	1051	"0500000US01051"	46	.115869	.0068976	41	1	1
"Alabama"	"Elmore"	2006	"AL"	"NOL"	"4/26/2011"	"1,932"	"3"	"31"	"34"	0	3	1	0	1	1	"6"	26	657.0417	618.4846	38.55714	21882	3	0	0	51	2	480	0	289	0	1051	"0500000US01051"	53	.183391	.0068976	41	1	0
"Alabama"	"Elmore"	2010	"AL"	"NOL"	"4/26/2011"	"1,932"	"3"	"31"	"34"	0	3	1	0	1	1	"6"	26	657.0417	618.4846	38.55714	21882	3	0	0	0	85	448	0	455	0	1051	"0500000US01051"	85	.1868132	.0068976	41	1	1
"Alabama"	"Escambia"	2002	"AL"	"NOL"	"4/26/2011"	"1,666"	"0"	"5"	"5"	1	0	0	0	0	0	"1"	27	953.1396	945.0804	8.059191	10285	3	0	0	7	3	183	0	233	0	1053	"0500000US01053"	10	.0429185	.005115	41	1	1
"Alabama"	"Escambia"	2006	"AL"	"NOL"	"4/26/2011"	"1,666"	"0"	"5"	"5"	1	0	0	0	0	0	"1"	27	953.1396	945.0804	8.059191	10285	3	0	0	12	3	167	0	188	0	1053	"0500000US01053"	15	.0797872	.005115	41	1	0
"Alabama"	"Escambia"	2010	"AL"	"NOL"	"4/26/2011"	"1,666"	"0"	"5"	"5"	1	0	0	0	0	0	"1"	27	953.1396	945.0804	8.059191	10285	3	0	0	0	15	167	0	188	0	1053	"0500000US01053"	15	.0797872	.005115	41	1	1
"Alabama"	"Etowah"	2002	"AL"	"NOL"	"4/26/2011"	"369"	"1"	"5"	"6"	0	0	1	0	0	0	"1"	28	548.6288	534.9905	13.63828	30348	3	0	0	25	0	744	0	431	0	1055	"0500000US01055"	25	.0580046	.0095566	41	1	1
"Alabama"	"Etowah"	2006	"AL"	"NOL"	"4/26/2011"	"369"	"1"	"5"	"6"	0	0	1	0	0	0	"1"	28	548.6288	534.9905	13.63828	30348	3	0	0	32	0	700	0	409	0	1055	"0500000US01055"	32	.0782396	.0095566	41	1	0
"Alabama"	"Etowah"	2010	"AL"	"NOL"	"4/26/2011"	"369"	"1"	"5"	"6"	0	0	1	0	0	0	"1"	28	548.6288	534.9905	13.63828	30348	3	0	0	0	63	669	0	957	0	1055	"0500000US01055"	63	.0658307	.0095566	41	1	1
"Alabama"	"Franklin"	2002	"AL"	"NOL"	"5/24/2011"	"826"	"6"	"25"	"31"	0	0	1	1	3	1	"6"	30	646.5225	633.8206	12.70195	8581	3	0	0	7	0	991	0	350	0	1059	"0500000US01059"	7	.02	.027946	41	1	1
"Alabama"	"Franklin"	2006	"AL"	"NOL"	"5/24/2011"	"826"	"6"	"25"	"31"	0	0	1	1	3	1	"6"	30	646.5225	633.8206	12.70195	8581	3	0	0	15	0	933	0	480	0	1059	"0500000US01059"	15	.03125	.027946	41	1	0
"Alabama"	"Franklin"	2010	"AL"	"NOL"	"5/24/2011"	"826"	"6"	"25"	"31"	0	0	1	1	3	1	"6"	30	646.5225	633.8206	12.70195	8581	3	0	0	0	61	887	0	700	0	1059	"0500000US01059"	61	.0871429	.027946	41	1	1
"Alabama"	"Geneva"	2002	""	""	""	""	""	""	""							""	31	578.9509	574.4083	4.542605	8171	2	0	0	10	1	209	0	118	0	1061	"0500000US01061"	11	.0932203	.0095185	41	1	1
"Alabama"	"Geneva"	2006	""	""	""	""	""	""	""							""	31	578.9509	574.4083	4.542605	8171	2	0	0	7	0	207	0	184	0	1061	"0500000US01061"	7	.0380435	.0095185	41	1	0
"Alabama"	"Geneva"	2010	""	""	""	""	""	""	""							""	31	578.9509	574.4083	4.542605	8171	2	0	0	0	27	187	0	272	0	1061	"0500000US01061"	27	.0992647	.0095185	41	1	1
"Alabama"	"Henry"	2002	""	""	""	""	""	""	""							""	34	568.3088	561.7502	6.558636	5486	2	0	0	3	0	79	0	101	0	1067	"0500000US01067"	3	.029703	.0077448	41	1	1
"Alabama"	"Henry"	2006	""	""	""	""	""	""	""							""	34	568.3088	561.7502	6.558636	5486	2	0	0	5	0	68	0	166	0	1067	"0500000US01067"	5	.0301205	.0077448	41	1	0
"Alabama"	"Henry"	2010	""	""	""	""	""	""	""							""	34	568.3088	561.7502	6.558636	5486	2	0	0	0	10	63	0	166	0	1067	"0500000US01067"	10	.060241	.0077448	41	1	1
"Alabama"	"Houston"	2002	""	""	""	""	""	""	""							""	35	581.6543	579.8242	1.830118	26931	2	0	0	36	3	824	0	417	0	1069	"0500000US01069"	39	.0935252	.0112263	41	1	1
"Alabama"	"Houston"	2006	""	""	""	""	""	""	""							""	35	581.6543	579.8242	1.830118	26931	2	0	0	59	3	730	0	759	0	1069	"0500000US01069"	62	.0816864	.0112263	41	1	0
"Alabama"	"Houston"	2010	""	""	""	""	""	""	""							""	35	581.6543	579.8242	1.830118	26931	2	0	0	0	115	677	0	1074	0	1069	"0500000US01069"	115	.1070763	.0112263	41	1	1
"Alabama"	"Jackson"	2002	"AL"	"NOL"	"5/24/2011"	"2,725"	"15"	"35"	"50"	1	0	3	1	3	0	"8"	36	1126.771	1077.868	48.90262	16276	3	0	0	9	0	323	0	282	0	1071	"0500000US01071"	9	.0319149	.008398	41	1	1
"Alabama"	"Jackson"	2006	"AL"	"NOL"	"5/24/2011"	"2,725"	"15"	"35"	"50"	1	0	3	1	3	0	"8"	36	1126.771	1077.868	48.90262	16276	3	0	0	12	0	303	0	270	0	1071	"0500000US01071"	12	.0444444	.008398	41	1	0
"Alabama"	"Jackson"	2010	"AL"	"NOL"	"5/24/2011"	"2,725"	"15"	"35"	"50"	1	0	3	1	3	0	"8"	36	1126.771	1077.868	48.90262	16276	3	0	0	0	31	284	0	370	0	1071	"0500000US01071"	31	.0837838	.008398	41	1	1
"Alabama"	"Jefferson"	2002	"AL"	"NOL"	"4/26/2011"	"56,298"	"141"	"405"	"546"	6	11	32	3	27	1	"80"	37	1123.815	1111.276	12.53847	171158	3	0	0	253	31	5634	0	3381	0	1073	"0500000US01073"	284	.0839988	.0084545	41	1	1
"Alabama"	"Jefferson"	2006	"AL"	"NOL"	"4/26/2011"	"56,298"	"141"	"405"	"546"	6	11	32	3	27	1	"80"	37	1123.815	1111.276	12.53847	171158	3	0	0	298	14	5349	0	3641	0	1073	"0500000US01073"	312	.0856907	.0084545	41	1	0
"Alabama"	"Jefferson"	2010	"AL"	"NOL"	"4/26/2011"	"56,298"	"141"	"405"	"546"	6	11	32	3	27	1	"80"	37	1123.815	1111.276	12.53847	171158	3	0	0	0	516	5145	0	5214	0	1073	"0500000US01073"	516	.0989643	.0084545	41	1	1
"Alabama"	"Lauderdale"	2002	""	""	""	""	""	""	""							""	39	720.99	667.6973	53.29271	26926	2	0	0	22	4	563	0	356	0	1077	"0500000US01077"	26	.0730337	.0084889	41	1	1
"Alabama"	"Lauderdale"	2006	""	""	""	""	""	""	""							""	39	720.99	667.6973	53.29271	26926	2	0	0	38	4	505	0	693	0	1077	"0500000US01077"	42	.0606061	.0084889	41	1	0
"Alabama"	"Lauderdale"	2010	""	""	""	""	""	""	""							""	39	720.99	667.6973	53.29271	26926	2	0	0	0	53	494	0	693	0	1077	"0500000US01077"	53	.0764791	.0084889	41	1	1
"Alabama"	"Lawrence"	2002	"AL"	"NOL"	"6/14/2011"	"1,347"	"1"	"2"	"3"	0	0	0	0	0	0	"0"	40	717.1983	690.6776	26.52077	10972	3	0	0	11	2	136	0	96	0	1079	"0500000US01079"	13	.1354167	.0061737	41	1	1
"Alabama"	"Lawrence"	2006	"AL"	"NOL"	"6/14/2011"	"1,347"	"1"	"2"	"3"	0	0	0	0	0	0	"0"	40	717.1983	690.6776	26.52077	10972	3	0	0	19	0	122	0	229	0	1079	"0500000US01079"	19	.0829694	.0061737	41	1	0
"Alabama"	"Lawrence"	2010	"AL"	"NOL"	"6/14/2011"	"1,347"	"1"	"2"	"3"	0	0	0	0	0	0	"0"	40	717.1983	690.6776	26.52077	10972	3	0	0	0	23	118	0	229	0	1079	"0500000US01079"	23	.1004367	.0061737	41	1	1
"Alabama"	"Lee"	2002	"AL"	"NOL"	"4/26/2011"	"1,736"	"4"	"16"	"20"	0	1	2	0	0	0	"3"	41	615.8489	607.5359	8.31292	34202	3	0	0	51	34	1483	0	1121	0	1081	"0500000US01081"	85	.0758252	.0112373	41	1	1
"Alabama"	"Lee"	2006	"AL"	"NOL"	"4/26/2011"	"1,736"	"4"	"16"	"20"	0	1	2	0	0	0	"3"	41	615.8489	607.5359	8.31292	34202	3	0	0	2	108	1337	0	887	0	1081	"0500000US01081"	110	.1240135	.0112373	41	1	0
"Alabama"	"Lee"	2010	"AL"	"NOL"	"4/26/2011"	"1,736"	"4"	"16"	"20"	0	1	2	0	0	0	"3"	41	615.8489	607.5359	8.31292	34202	3	0	0	0	163	1284	0	1256	0	1081	"0500000US01081"	163	.1297771	.0112373	41	1	1
"Alabama"	"Limestone"	2002	"AL"	"NOL"	"4/26/2011"	"3,991"	"15"	"83"	"98"	0	3	10	0	3	5	"21"	42	607.1882	559.9363	47.25191	24187	3	0	0	17	4	1093	0	401	0	1083	"0500000US01083"	21	.0523691	.0208258	41	1	1
"Alabama"	"Limestone"	2006	"AL"	"NOL"	"4/26/2011"	"3,991"	"15"	"83"	"98"	0	3	10	0	3	5	"21"	42	607.1882	559.9363	47.25191	24187	3	0	0	39	1	975	0	300	0	1083	"0500000US01083"	40	.1333333	.0208258	41	1	0
"Alabama"	"Limestone"	2010	"AL"	"NOL"	"4/26/2011"	"3,991"	"15"	"83"	"98"	0	3	10	0	3	5	"21"	42	607.1882	559.9363	47.25191	24187	3	0	0	0	99	916	0	1517	0	1083	"0500000US01083"	99	.0652604	.0208258	41	1	1
"Alabama"	"Madison"	2002	""	""	""	""	""	""	""							""	45	812.7018	801.5931	11.10868	92153	2	0	0	366	46	4638	0	2725	0	1089	"0500000US01089"	412	.1511927	.023228	41	1	1
"Alabama"	"Madison"	2006	""	""	""	""	""	""	""							""	45	812.7018	801.5931	11.10868	92153	2	0	0	482	39	4214	0	1985	0	1089	"0500000US01089"	521	.2624685	.023228	41	1	0
"Alabama"	"Madison"	2010	""	""	""	""	""	""	""							""	45	812.7018	801.5931	11.10868	92153	2	0	0	0	833	3902	0	5630	0	1089	"0500000US01089"	833	.1479574	.023228	41	1	1
"Alabama"	"Marion"	2002	"AL"	"NOL"	"6/14/2011"	"38"	"0"	"0"	"0"	0	0	0	0	0	0	"0"	47	743.571	742.2918	1.279212	9222	3	0	0	3	0	154	0	146	0	1093	"0500000US01093"	3	.0205479	.0049714	41	1	1
"Alabama"	"Marion"	2006	"AL"	"NOL"	"6/14/2011"	"38"	"0"	"0"	"0"	0	0	0	0	0	0	"0"	47	743.571	742.2918	1.279212	9222	3	0	0	5	1	144	0	162	0	1093	"0500000US01093"	6	.037037	.0049714	41	1	0
"Alabama"	"Marion"	2010	"AL"	"NOL"	"6/14/2011"	"38"	"0"	"0"	"0"	0	0	0	0	0	0	"0"	47	743.571	742.2918	1.279212	9222	3	0	0	0	8	142	0	162	0	1093	"0500000US01093"	8	.0493827	.0049714	41	1	1
"Alabama"	"Marshall"	2002	"AL"	"NOL"	"4/26/2011"	"4,570"	"19"	"189"	"208"	7	8	18	0	9	0	"42"	48	623.179	565.8416	57.33747	25318	3	0	0	22	2	2506	0	724	0	1095	"0500000US01095"	24	.0331492	.0186844	41	1	1
"Alabama"	"Marshall"	2006	"AL"	"NOL"	"4/26/2011"	"4,570"	"19"	"189"	"208"	7	8	18	0	9	0	"42"	48	623.179	565.8416	57.33747	25318	3	0	0	51	3	2379	0	847	0	1095	"0500000US01095"	54	.0637544	.0186844	41	1	0
"Alabama"	"Marshall"	2010	"AL"	"NOL"	"4/26/2011"	"4,570"	"19"	"189"	"208"	7	8	18	0	9	0	"42"	48	623.179	565.8416	57.33747	25318	3	0	0	0	86	2347	0	1100	0	1095	"0500000US01095"	86	.0781818	.0186844	41	1	1
"Alabama"	"Mobile"	2002	"AL"	"NOL"	"4/26/2011"	"24,939"	"47"	"112"	"159"	1	5	9	0	0	2	"17"	49	1644.013	1229.435	414.5774	106079	3	0	0	109	9	2858	0	2228	0	1097	"0500000US01097"	118	.0529623	.0120172	41	1	1
"Alabama"	"Mobile"	2006	"AL"	"NOL"	"4/26/2011"	"24,939"	"47"	"112"	"159"	1	5	9	0	0	2	"17"	49	1644.013	1229.435	414.5774	106079	3	0	0	158	6	2616	0	2831	0	1097	"0500000US01097"	164	.0579301	.0120172	41	1	0
"Alabama"	"Mobile"	2010	"AL"	"NOL"	"4/26/2011"	"24,939"	"47"	"112"	"159"	1	5	9	0	0	2	"17"	49	1644.013	1229.435	414.5774	106079	3	0	0	0	269	2511	0	2915	0	1097	"0500000US01097"	269	.0922813	.0120172	41	1	1
"Alabama"	"Montgomery"	2002	""	""	""	""	""	""	""							""	51	799.9118	784.2472	15.66465	55279	2	0	0	85	10	1754	0	1407	0	1101	"0500000US01101"	95	.0675195	.0104943	41	1	1
"Alabama"	"Montgomery"	2006	""	""	""	""	""	""	""							""	51	799.9118	784.2472	15.66465	55279	2	0	0	8	125	1614	0	929	0	1101	"0500000US01101"	133	.1431647	.0104943	41	1	0
"Alabama"	"Montgomery"	2010	""	""	""	""	""	""	""							""	51	799.9118	784.2472	15.66465	55279	2	0	0	0	208	1539	0	2490	0	1101	"0500000US01101"	208	.0835341	.0104943	41	1	1
"Alabama"	"Morgan"	2002	"AL"	"NOL"	"4/26/2011"	"13,675"	"35"	"244"	"279"	2	1	15	2	11	3	"34"	52	599.0534	579.3372	19.71625	33635	3	0	0	72	5	1948	1	1065	0	1103	"0500000US01103"	78	.0732394	.0106452	41	1	1
"Alabama"	"Morgan"	2006	"AL"	"NOL"	"4/26/2011"	"13,675"	"35"	"244"	"279"	2	1	15	2	11	3	"34"	52	599.0534	579.3372	19.71625	33635	3	0	0	98	2	1843	1	662	0	1103	"0500000US01103"	101	.152568	.0106452	41	1	0
"Alabama"	"Morgan"	2010	"AL"	"NOL"	"4/26/2011"	"13,675"	"35"	"244"	"279"	2	1	15	2	11	3	"34"	52	599.0534	579.3372	19.71625	33635	3	0	0	0	170	1774	0	1782	0	1103	"0500000US01103"	170	.0953984	.0106452	41	1	1
"Alabama"	"Randolph"	2002	""	""	""	""	""	""	""							""	56	584.1347	580.5497	3.58507	6801	2	0	0	2	3	153	0	144	0	1111	"0500000US01111"	5	.0347222	.0049317	41	1	1
"Alabama"	"Randolph"	2006	""	""	""	""	""	""	""							""	56	584.1347	580.5497	3.58507	6801	2	0	0	5	2	147	0	116	0	1111	"0500000US01111"	7	.0603448	.0049317	41	1	0
"Alabama"	"Randolph"	2010	""	""	""	""	""	""	""							""	56	584.1347	580.5497	3.58507	6801	2	0	0	0	14	140	0	116	0	1111	"0500000US01111"	14	.1206897	.0049317	41	1	1
"Alabama"	"Russell"	2002	""	""	""	""	""	""	""							""	57	647.1918	641.1403	6.051511	12736	2	0	0	20	6	826	0	293	0	1113	"0500000US01113"	26	.0887372	.0188679	41	1	1
"Alabama"	"Russell"	2006	""	""	""	""	""	""	""							""	57	647.1918	641.1403	6.051511	12736	2	0	0	37	4	749	0	652	0	1113	"0500000US01113"	41	.0628834	.0188679	41	1	0
"Alabama"	"Russell"	2010	""	""	""	""	""	""	""							""	57	647.1918	641.1403	6.051511	12736	2	0	0	0	66	724	0	1015	0	1113	"0500000US01113"	66	.0650246	.0188679	41	1	1
"Alabama"	"Shelby"	2002	"AL"	"NOL"	"5/24/2011"	"6,209"	"24"	"178"	"202"	2	5	13	3	16	7	"46"	58	809.5253	784.9304	24.59494	59129	3	0	0	67	27	3090	0	965	0	1117	"0500000US01117"	94	.0974093	.012779	41	1	1
"Alabama"	"Shelby"	2006	"AL"	"NOL"	"5/24/2011"	"6,209"	"24"	"178"	"202"	2	5	13	3	16	7	"46"	58	809.5253	784.9304	24.59494	59129	3	0	0	104	6	2926	0	917	0	1117	"0500000US01117"	110	.1199564	.012779	41	1	0
